fichier,octets,sha256
metrics/S4_predictions.parquet,2970774,a6f5eca2393a3636
metrics/S4b_apparie.csv,6182,58ad804f253af61f
metrics/S4b_apparie.parquet,10677,ee6b65a13264c4b9
metrics/S4b_baselines.csv,209,8736f6068e5f8d37
metrics/S4b_baselines.parquet,6048,3c7a4692eb4fc04e
metrics/S4b_bootstrap.csv,10383,79f64cf41045013d
metrics/S4b_bootstrap.parquet,7316,4fcd06144b58f387
metrics/S4b_metriques.csv,10140,3d98e5d2f567bf24
metrics/S4b_metriques.parquet,10046,46c2ed3e0ee65f19
metrics/S4b_permutation.csv,1750,166b3b965822afab
metrics/S4b_permutation.parquet,5039,4f9bc555ed9d736f
metrics/S4b_plis_image.csv,333328,96caf4feafd3a8a9
metrics/S4b_plis_image.parquet,55701,599d9bb64a219281
metrics/S4b_predictions.csv,12809826,fdbdfb1283c720c8
metrics/S4b_predictions.parquet,2133723,304195cebc390f38
metrics/S5_source.csv,4142,f2b5194f3a42d31e
metrics/S5_source.parquet,6494,5f9d8ad64d863534
metrics/S6_bootstrap.csv,5141,eac4bc142a69cfb9
metrics/S6_bootstrap.parquet,5727,ae5287c209201458
metrics/S6_metriques.csv,3224,688faa3a68da6915
metrics/S6_metriques.parquet,7789,82133466e1f35ac3
metrics/S6_predictions.csv,5375569,05c7606a973437a7
metrics/S6_predictions.parquet,101700,37302c034a6e73d7
metrics/S8_adjudication_detail.csv,963,d24380c2bf684905
metrics/S8_adjudication_detail.parquet,5961,19df17a9cd9af3f9
metrics/S8_adjudication_par_distance.csv,78,e2e1f7137c3f1b23
metrics/S8_adjudication_par_distance.parquet,3556,e0ba266a5598801e
metrics/S8_adjudication_resume.csv,378,e8fc121a97a47ddd
tables/T10_paired_encoder_contrasts.csv,2101,2d14fec06a28d544
tables/T10_paired_encoder_contrasts.md,4481,d3572f9f621b5b41
tables/T10_paired_encoder_contrasts.tex,2382,fb6456cea0c8c4a4
tables/T1_anatomy_probe_main.csv,2254,0fa58864e056d5a5
tables/T1_anatomy_probe_main.md,7912,381e9b79958c7305
tables/T1_anatomy_probe_main.tex,2781,d7ca3290b76a327e
tables/T2_recall_by_category_source_held_out.csv,374,d6e6fab90a8fcbeb
tables/T2_recall_by_category_source_held_out.md,969,dbaad6af68152565
tables/T2_recall_by_category_source_held_out.tex,545,d51f1088f9a7376b
tables/T3_fold_design.csv,520,9746287cbd1c6090
tables/T3_fold_design.md,1239,cc3ab6b942d81fc7
tables/T3_fold_design.tex,649,5dad34597453f2a9
tables/T4_source_identification_control.csv,849,bc34205d160a1a62
tables/T4_source_identification_control.md,2229,747f1356f3db3d35
tables/T4_source_identification_control.tex,1053,348111bf01bad108
tables/T5_per_source_centering_ablation.csv,658,9efadc6dea396e3c
tables/T5_per_source_centering_ablation.md,1679,5088b88460e21f3a
tables/T5_per_source_centering_ablation.tex,801,5455092b0869a346
tables/T6_preregistered_verdict.csv,476,36910e59301f6a2f
tables/T6_preregistered_verdict.md,1619,d4058804353285d8
tables/T6_preregistered_verdict.tex,665,2db8d5deaec81258
tables/T7_blinded_adjudication_summary.csv,378,dff0c3137e089ca0
tables/T7_blinded_adjudication_summary.md,915,cce08febd9d374fc
tables/T7_blinded_adjudication_summary.tex,490,25a58122b408286f
tables/T8_blinded_adjudication_by_distance.csv,122,726f41d2b0af3dd3
tables/T8_blinded_adjudication_by_distance.md,467,e229a2b49cecb991
tables/T8_blinded_adjudication_by_distance.tex,224,28a4eb21197d5b5e
tables/T9_like_for_like_image_cv_vs_source_held_out.csv,1389,5c6e398d58844792
tables/T9_like_for_like_image_cv_vs_source_held_out.md,4068,08ebb56dd4936032
tables/T9_like_for_like_image_cv_vs_source_held_out.tex,1581,4e97514cd1c36d01
